fighter_id,fighter_name,fighter_stance,height_cms,reach_cms,weight_lbs
518,Jason Reinhardt,Orthodox,167.64,,135
519,Mac Danzig,Orthodox,172.72,177.8,155
520,Jon Koppenhaver,Orthodox,180.34,,170
521,George Sotiropoulos,Orthodox,177.8,180.34,155
522,Ben Saunders,Orthodox,187.96,195.58,170
523,Troy Mandaloniz,Orthodox,175.26,,170
524,Matt Arroyo,Orthodox,177.8,182.88,170
525,Roman Mitichyan,Orthodox,177.8,,170
526,Tommy Speer,Orthodox,177.8,180.34,170
527,Jared Rollins,Orthodox,175.26,,170
528,Billy Miles,Orthodox,177.8,,170
529,Dan Barrera,Orthodox,175.26,,170
530,Richie Hightower,Orthodox,172.72,,170
531,John Kolosci,Orthodox,180.34,,185
532,Dorian Price,Southpaw,190.5,,170
533,Paul Georgieff,Orthodox,187.96,,170
534,Soa Palelei,Orthodox,193.04,205.74,265
535,Rameau Thierry Sokoudjou,Orthodox,177.8,198.12,205
536,Luiz Cane,Southpaw,187.96,195.58,185
537,Paul Kelly,Orthodox,175.26,177.8,155
538,James Lee,Southpaw,180.34,,205
539,Per Eklund,Orthodox,177.8,182.88,155
540,Corey Hill,Orthodox,193.04,203.2,155
541,Justin Buchholz,Orthodox,182.88,185.42,155
542,Tim Boetsch,Orthodox,182.88,187.96,185
543,Brock Lesnar,Orthodox,190.5,205.74,265
544,Rob Yundt,Orthodox,185.42,,185
545,Kyle Bradley,Orthodox,175.26,180.34,155
546,Chris Wilson,Orthodox,185.42,190.5,170
547,David Bielkheden,Orthodox,177.8,180.34,155
548,Ryan Roberts,Orthodox,167.64,,155
549,Samy Schiavo,Orthodox,172.72,,155
550,Jason Day,Orthodox,182.88,182.88,185
551,Cain Velasquez,Orthodox,185.42,195.58,240
552,Brad Morris,Orthodox,187.96,,205
553,Goran Reljic,Southpaw,190.5,205.74,205
554,Rousimar Palhares,Orthodox,172.72,180.34,170
555,Yoshiyuki Yoshida,Southpaw,180.34,177.8,170
556,Dong Hyun Kim,Southpaw,187.96,193.04,170
557,Shane Carwin,Orthodox,187.96,203.2,265
558,Antonio Mendes,Southpaw,190.5,195.58,205
559,Kevin Burns,Orthodox,177.8,187.96,170
560,Amir Sadollah,Orthodox,177.8,187.96,170
561,Matthew Riddle,Southpaw,185.42,187.96,170
562,Matt Brown,Orthodox,182.88,190.5,170
563,Rob Kimmons,Orthodox,177.8,185.42,185
564,CB Dollaway,Orthodox,187.96,193.04,185
565,Dante Rivera,Southpaw,185.42,,185
566,Tim Credeur,Orthodox,190.5,190.5,185
567,Rory Markham,Orthodox,182.88,180.34,170
568,Nate Loughran,Orthodox,187.96,,185
569,Brad Blackburn,Orthodox,177.8,185.42,170
570,Shannon Gugerty,Orthodox,177.8,180.34,155
571,Reese Andy,Orthodox,182.88,,205
572,Jesse Taylor,Orthodox,182.88,185.42,170
573,Cale Yarbrough,Orthodox,185.42,,185
574,Brodie Farber,Orthodox,185.42,,170
575,Johnny Rees,Orthodox,182.88,,170
576,James Giboo,Orthodox,180.34,,170
577,Dale Hartt,Orthodox,177.8,175.26,155
578,Jon Jones,Orthodox,193.04,213.36,205
579,Dan Evensen,Orthodox,190.5,,250
580,Andre Gusmao,Orthodox,182.88,,205
581,Steve Bruno,Orthodox,177.8,,170
582,Ryan Thomas,Orthodox,182.88,,170
583,Michael Patt,Orthodox,182.88,,205
584,Jason Brilz,Orthodox,180.34,180.34,205
585,Mike Massenzio,Southpaw,187.96,185.42,185
586,Dan Miller,Orthodox,185.42,187.96,185
587,Joe Vedepo,Orthodox,182.88,,185
588,Dan Hardy,Orthodox,182.88,187.96,170
589,Jim Miller,Southpaw,172.72,180.34,155
590,Neil Wain,Orthodox,177.8,,242
591,David Baron,Switch,167.64,,155
592,Junior Dos Santos,Orthodox,193.04,195.58,238
593,Matt Horwich,Orthodox,185.42,,185
594,Josh Hendricks,Southpaw,187.96,,235
595,Rafael Dos Anjos,Southpaw,172.72,177.8,170
596,Steve Cantwell,Orthodox,187.96,190.5,185
597,Razak Al-Hassan,Orthodox,187.96,,205
598,Brandon Wolff,Orthodox,175.26,,170
599,Efrain Escudero,Orthodox,175.26,177.8,155
600,Ryan Bader,Orthodox,187.96,187.96,205
601,Junie Browning,Orthodox,175.26,,155
602,Krzysztof Soszynski,Open Stance,185.42,195.58,205
603,Eliot Marshall,Orthodox,187.96,195.58,205
604,Tom Lawlor,Southpaw,182.88,187.96,205
605,Shane Nelson,Southpaw,175.26,177.8,155
606,Rolando Delgado,Orthodox,190.5,195.58,155
607,Phillipe Nover,Orthodox,175.26,182.88,145
608,Vinny Magalhaes,Orthodox,190.5,200.66,205
609,David Kaplan,Orthodox,170.18,,155
610,Shane Primm,Orthodox,190.5,,205
611,Jules Bruchez,Southpaw,182.88,,205
612,Kyle Kingsbury,Orthodox,193.04,193.04,205
613,George Roop,Orthodox,185.42,182.88,135
614,John Polakowski,Orthodox,177.8,,155
615,Pat Barry,Orthodox,180.34,187.96,235
616,Mostapha Al-Turk,Orthodox,187.96,195.58,245
617,Mike Wessel,Orthodox,182.88,,260
618,John Hathaway,Orthodox,185.42,190.5,170
619,Denis Kang,Orthodox,180.34,195.58,185
620,Tom Egan,Orthodox,180.34,,170
621,Alexandre Barros,Southpaw,175.26,,170
622,Ivan Serati,Orthodox,182.88,,205
623,John Howard,Orthodox,170.18,180.34,170
624,Dan Cramer,Orthodox,187.96,,170
625,Matt Veach,Orthodox,180.34,,155
626,Nick Catone,Southpaw,182.88,182.88,185
627,Denis Stojnic,Orthodox,182.88,,245
628,Jake Rosholt,Orthodox,185.42,,185
629,Derek Downey,Orthodox,185.42,,185
630,Paulo Thiago,Orthodox,180.34,185.42,170
631,Evan Dunham,Southpaw,177.8,177.8,155
632,Mike Ciesnolevicz,Orthodox,182.88,,235
633,Brian Cobb,Orthodox,180.34,,155
634,Stefan Struve,Orthodox,210.82,213.36,265
635,Neil Grove,Orthodox,198.12,,265
636,Mark Munoz,Orthodox,182.88,182.88,185
637,Ryan Madigan,Orthodox,182.88,,170
638,Aaron Simpson,Orthodox,182.88,185.42,170
639,Carlos Condit,Orthodox,187.96,190.5,170
640,Jesse Sanders,Orthodox,182.88,,170
641,Nissen Osterneck,Orthodox,187.96,,185
642,Tim McKenzie,Orthodox,182.88,187.96,185
643,TJ Grant,Orthodox,177.8,182.88,155
644,Brian Stann,Orthodox,185.42,187.96,205
645,Xavier Foupa-Pokam,Open Stance,185.42,,185
646,Tim Hague,Orthodox,193.04,193.04,260
647,Mike Pyle,Orthodox,182.88,187.96,170
648,Peter Sobotta,Southpaw,182.88,190.5,170
649,Rick Story,Southpaw,175.26,180.34,170
650,James Wilks,Orthodox,185.42,190.5,170
651,Ross Pearson,Orthodox,172.72,175.26,155
652,Nick Osipczak,Orthodox,187.96,193.04,170
653,DaMarques Johnson,Orthodox,185.42,190.5,170
654,Andre Winner,Orthodox,180.34,185.42,155
655,Edgar Garcia,Orthodox,177.8,180.34,170
656,Frank Lester,Orthodox,180.34,,170
657,Cameron Dollar,Orthodox,180.34,,155
658,Yoshihiro Akiyama,Orthodox,177.8,185.42,170
659,Johny Hendricks,Southpaw,175.26,175.26,185
660,Jesse Lennox,Orthodox,175.26,182.88,170
661,Danillo Villefort,Orthodox,185.42,,185
662,Mike Russow,Orthodox,185.42,185.42,255
663,Todd Duffee,Orthodox,190.5,200.66,260
664,Chris Tuchscherer,Orthodox,187.96,193.04,258
665,Mike Pierce,Orthodox,172.72,177.8,170
666,Jake Ellenberger,Orthodox,175.26,180.34,170
667,Jay Silva,Southpaw,187.96,,185
668,Steve Steinbeiss,Orthodox,190.5,190.5,185
669,Paul Daley,Orthodox,175.26,193.04,170
670,Nik Lentz,Orthodox,172.72,172.72,155
671,Steve Lopez,Orthodox,180.34,,155
672,Rafaello Oliveira,Orthodox,172.72,180.34,155
673,Brian Foster,Orthodox,175.26,180.34,170
674,Igor Pokrajac,Orthodox,182.88,193.04,205
675,Ben Rothwell,Orthodox,193.04,198.12,265
676,Chase Gormley,Orthodox,190.5,,265
677,Alexander Gustafsson,Orthodox,195.58,200.66,205
678,Jared Hamman,Orthodox,190.5,190.5,185
679,Rogerio Nogueira,Southpaw,187.96,190.5,205
680,Jacob Volkmann,Southpaw,175.26,180.34,155
681,Fabricio Camoes,Orthodox,177.8,185.42,155
682,Roy Nelson,Orthodox,182.88,182.88,263
683,Kevin Ferguson,Orthodox,187.96,,235
684,Matt Mitrione,Switch,190.5,200.66,265
685,James McSweeney,Switch,193.04,195.58,230
686,Jon Madsen,Orthodox,182.88,182.88,240
687,Brendan Schaub,Orthodox,193.04,198.12,245
688,Marcus Jones,Orthodox,198.12,,265
689,Darrill Schoonover,Orthodox,187.96,,220
690,Justin Wren,Orthodox,187.96,,265
691,Rodney Wallace,Switch,175.26,182.88,205
692,Joe Brammer,Orthodox,172.72,,155
693,Ricardo Funch,Southpaw,177.8,193.04,170
694,Lucio Linhares,Orthodox,187.96,,185
695,Gilbert Yvel,Orthodox,187.96,195.58,225
696,John Gunderson,Orthodox,175.26,175.26,155
697,Rory MacDonald,Orthodox,182.88,193.04,170
698,Gerald Harris,Southpaw,180.34,195.58,185
699,Mike Guymon,Orthodox,182.88,187.96,170
700,John Salter,Southpaw,185.42,187.96,185
701,Phil Davis,Orthodox,187.96,200.66,205
702,Joey Beltran,Orthodox,185.42,190.5,185
703,Ronys Torres,Orthodox,170.18,,155
704,Rolles Gracie,Orthodox,193.04,,242
705,James Te Huna,Orthodox,187.96,190.5,185
706,Darren Elkins,Orthodox,177.8,180.34,145
707,Daniel Roberts,Southpaw,177.8,187.96,170
708,Julio Paulino,Orthodox,182.88,,170
709,Greg Soto,Orthodox,180.34,185.42,170
710,Charlie Brenneman,Orthodox,177.8,182.88,155
711,Takanori Gomi,Southpaw,170.18,177.8,155
712,Mario Miranda,Orthodox,190.5,187.96,185
713,Jason High,Southpaw,172.72,180.34,155
714,Renzo Gracie,Orthodox,177.8,,185
715,Waylon Lowe,Southpaw,170.18,,145
716,Cyrille Diabate,Southpaw,198.12,205.74,205
717,Claude Patrick,Orthodox,180.34,190.5,170
718,Court McGee,Orthodox,180.34,190.5,170
719,Jamie Yager,Orthodox,185.42,,185
720,Brad Tavares,Orthodox,185.42,187.96,185
721,Josh Bryant,Orthodox,177.8,,185
722,Chris Camozzi,Orthodox,187.96,193.04,185
723,Kris McCray,Orthodox,182.88,193.04,170
724,Rich Attonito,Orthodox,177.8,182.88,170
725,Mark Holst,Orthodox,182.88,,155
726,Seth Baczynski,Orthodox,190.5,187.96,170
727,Kyle Noke,Southpaw,185.42,193.04,170
728,James Hammortree,Orthodox,190.5,,185
729,Travis Browne,Orthodox,198.12,200.66,255
730,Ricardo Romero,Orthodox,182.88,193.04,205
731,David Branch,Orthodox,185.42,198.12,185
732,Karlos Vemola,Orthodox,182.88,190.5,185
733,Charles Oliveira,Orthodox,177.8,187.96,155
734,Todd Brown,Orthodox,180.34,,205
735,Christian Morecraft,Orthodox,198.12,205.74,260
736,James Toney,Orthodox,175.26,,220
737,Amilcar Alves,Southpaw,182.88,,170
738,TJ Waldburger,Orthodox,180.34,190.5,170
739,Rafael Natal,Orthodox,182.88,193.04,185
740,David Mitchell,Orthodox,182.88,193.04,170
741,Mark Hunt,Orthodox,177.8,182.88,265
742,Pat Audinwood,Orthodox,182.88,,155
743,Sean McCorkle,Orthodox,200.66,205.74,265
744,Rob Broughton,,187.96,187.96,265
745,Paul Sass,Orthodox,182.88,185.42,155
746,Vinicius Queiroz,,200.66,,220
747,Curt Warburton,Orthodox,182.88,185.42,155
748,Fabio Maldonado,Orthodox,185.42,190.5,205
749,Jake Shields,Orthodox,182.88,182.88,170
750,Dongi Yang,Southpaw,177.8,180.34,185
751,Pascal Krauss,Orthodox,185.42,182.88,170
752,Alexandre Ferreira,Orthodox,170.18,,205
753,Mark Scanlon,Orthodox,175.26,,170
754,Carlos Eduardo Rocha,Orthodox,177.8,177.8,170
755,Mike Lullo,Orthodox,172.72,,145
756,Maiquel Falcao,Orthodox,180.34,,185
757,Edson Barboza,Orthodox,180.34,190.5,155
758,TJ O'Brien,Orthodox,187.96,,155
759,Jonathan Brookins,Southpaw,182.88,185.42,145
760,Nam Phan,Orthodox,167.64,177.8,135
761,Cody McKenzie,Switch,182.88,182.88,155
762,Ian Loveland,Orthodox,172.72,,145
763,Sako Chivitchian,,180.34,,155
764,Will Campuzano,Orthodox,175.26,177.8,125
765,Fredson Paixao,Orthodox,167.64,167.64,145
766,Michael Johnson,Southpaw,177.8,185.42,145
767,Aaron Wilkinson,,177.8,,155
768,Tyler Toner,Orthodox,172.72,177.8,145
769,Kyle Watson,,182.88,,155
770,Nick Pace,Orthodox,170.18,172.72,135
771,Pablo Garza,Orthodox,185.42,185.42,145
772,Jesse Bongfeldt,Orthodox,182.88,,185
773,Sean Pierson,Southpaw,182.88,193.04,170
774,John Makdessi,Orthodox,172.72,172.72,155
775,Dustin Poirier,Southpaw,175.26,182.88,155
776,Josh Grispi,Orthodox,180.34,187.96,145
777,Diego Nunes,Orthodox,167.64,170.18,145
778,Antonio McKee,Southpaw,172.72,,155
779,Rani Yahya,Orthodox,167.64,170.18,135
780,Willamy Freire,,172.72,,155
781,Chris Cariaso,Southpaw,160.02,160.02,125
782,Miguel Torres,Orthodox,175.26,193.04,135
783,Donald Cerrone,Orthodox,185.42,185.42,155
784,Chad Mendes,Orthodox,167.64,167.64,145
785,Norifumi Yamamoto,Southpaw,162.56,167.64,135
786,Antonio Banuelos,Orthodox,165.1,160.02,135
787,Demetrious Johnson,Orthodox,160.02,167.64,125
788,Kenny Robertson,Orthodox,177.8,187.96,170
789,Brian Ebersole,Southpaw,182.88,185.42,170
790,Nick Ring,Southpaw,182.88,187.96,185
791,Tom Blackledge,,,,205
792,Tiequan Zhang,Orthodox,172.72,177.8,155
793,Maciej Jewtuszko,Southpaw,182.88,,155
794,Riki Fukuda,Southpaw,182.88,185.42,185
795,Brian Bowles,Orthodox,170.18,177.8,135
796,Takeya Mizugaki,Orthodox,170.18,172.72,135
797,Chris Weidman,Orthodox,187.96,198.12,185
798,Damacio Page,Orthodox,167.64,167.64,135
799,Danny Castillo,Orthodox,175.26,180.34,155
800,Shane Roller,Orthodox,177.8,182.88,155
801,Reuben Duran,Orthodox,170.18,175.26,135
802,Urijah Faber,Orthodox,167.64,170.18,135
803,Joseph Benavidez,Southpaw,162.56,165.1,125
804,Costas Philippou,Orthodox,180.34,185.42,185
805,Erik Koch,Southpaw,177.8,180.34,155
806,Eddie Wineland,Orthodox,170.18,175.26,135
807,Kamal Shalorus,Orthodox,172.72,172.72,155
808,Anthony Njokuani,Orthodox,185.42,190.5,155
809,Raphael Assuncao,Orthodox,165.1,167.64,135
810,Chan Sung Jung,Orthodox,170.18,182.88,145
811,Alex Caceres,Southpaw,177.8,185.42,145
812,Michael McDonald,Orthodox,175.26,177.8,135
813,Mackens Semerzier,Orthodox,175.26,182.88,145
814,Edwin Figueroa,Orthodox,170.18,175.26,135
815,Jose Aldo,Orthodox,170.18,177.8,145
816,Yves Jabouin,Orthodox,170.18,172.72,135
817,Benson Henderson,Southpaw,175.26,177.8,170
818,Charlie Valencia,Orthodox,160.02,162.56,135
819,Cole Escovedo,Orthodox,170.18,182.88,135
820,Renan Barao,Orthodox,167.64,177.8,135
821,Ramsey Nijem,Orthodox,180.34,190.5,155
822,Chuck O'Neil,,187.96,,170
823,Danny Downes,Orthodox,182.88,182.88,155
824,Ryan McGillivray,,180.34,,170
825,Clay Harvison,,185.42,187.96,170
826,Scott Jorgensen,Orthodox,165.1,167.64,135
827,Tony Ferguson,Orthodox,180.34,193.04,155
828,Anthony Pettis,Orthodox,177.8,182.88,170
829,Chris Cope,Orthodox,182.88,182.88,170
830,Shamar Bailey,,175.26,190.5,155
831,Justin Edwards,Orthodox,177.8,177.8,155
832,Ken Stone,,172.72,180.34,135
833,Francisco Rivera,Orthodox,172.72,172.72,135
834,Dave Herman,Orthodox,193.04,193.04,242
835,Vagner Rocha,Orthodox,177.8,185.42,155
836,Jon Olav Einemo,Orthodox,198.12,,253
837,James Head,Orthodox,185.42,185.42,170
838,Jason Young,Orthodox,175.26,185.42,145
839,Aaron Rosa,Orthodox,193.04,198.12,205
840,Ricardo Lamas,Orthodox,172.72,180.34,145
841,Javier Vazquez,Southpaw,170.18,175.26,145
842,Edward Faaloloto,,,177.8,155
843,Dominick Cruz,Orthodox,172.72,172.72,135
844,Jeff Hougland,Orthodox,170.18,172.72,135
845,Donny Walker,,175.26,,135
846,Paul Bradley,Orthodox,175.26,,170
847,Ronny Markes,Orthodox,185.42,190.5,185
848,Jimy Hettes,Southpaw,175.26,180.34,145
849,Erick Silva,Orthodox,182.88,187.96,170
850,Iuri Alcantara,Southpaw,175.26,180.34,135
851,Stanislav Nedkov,Orthodox,180.34,180.34,205
852,Johnny Eduardo,Orthodox,170.18,180.34,135
853,Luis Ramos,Orthodox,172.72,,170
854,Felipe Arantes,Orthodox,172.72,185.42,135
855,Robert Peralta,Orthodox,172.72,180.34,145
856,Lance Benoist,Southpaw,180.34,185.42,170
857,Mike Stumpf,,177.8,180.34,170
858,Jorge Lopez,Orthodox,177.8,,170
859,Eddie Yagin,Orthodox,170.18,,145
860,Mike Easton,Southpaw,167.64,177.8,135
861,Walel Watson,Orthodox,180.34,175.26,135
862,Byron Bloodworth,Orthodox,172.72,175.26,135
863,Joseph Sandoval,Southpaw,170.18,,135
864,Stipe Miocic,Orthodox,193.04,203.2,240
865,Hatsu Hioki,Orthodox,180.34,177.8,145
866,Dustin Jacoby,Orthodox,193.04,198.12,185
867,Bart Palaszewski,Orthodox,175.26,177.8,145
868,Francis Carmont,Orthodox,190.5,198.12,205
869,Clifford Starks,Orthodox,182.88,195.58,185
870,Brad Pickett,Orthodox,167.64,172.72,135
871,John Maguire,Southpaw,175.26,175.26,155
872,Papy Abedi,Southpaw,180.34,187.96,185
873,Philip De Fries,Orthodox,195.58,208.28,250
874,Che Mills,Orthodox,185.42,193.04,170
875,Vaughan Lee,Orthodox,167.64,167.64,125
876,Cub Swanson,Orthodox,172.72,177.8,145
877,Darren Uyenoyama,Orthodox,167.64,162.56,125
878,Matt Lucas,,185.42,,205
879,Cung Le,Southpaw,175.26,175.26,185
880,Alex Soto,Southpaw,172.72,180.34,135
881,Diego Brandao,Orthodox,170.18,172.72,145
882,TJ Dillashaw,Orthodox,167.64,170.18,125
883,Louis Gaudinot,Orthodox,160.02,160.02,125
884,Marcus Brimage,Southpaw,162.56,180.34,135
885,Dustin Pague,Orthodox,175.26,187.96,135
886,Roland Delorme,Orthodox,175.26,180.34,135
887,Steven Siler,Orthodox,180.34,177.8,145
888,Bryan Caraway,Orthodox,172.72,172.72,135
889,Dennis Bermudez,Orthodox,167.64,167.64,155
890,John Dodson,Orthodox,160.02,167.64,135
891,Johnny Bedford,Orthodox,177.8,180.34,135
892,Stephen Bass,,175.26,,145
893,John Albert,,172.72,172.72,135
894,Josh Ferguson,Orthodox,165.1,167.64,125
895,Josh Clopton,Orthodox,167.64,172.72,145
896,Dustin Neace,,175.26,,145
897,Mitch Clarke,Orthodox,177.8,185.42,155
898,Jake Hecht,Orthodox,182.88,193.04,170
899,John Cholish,Orthodox,180.34,182.88,155
900,Alistair Overeem,Orthodox,193.04,203.2,265
901,Carlo Prater,Switch,180.34,182.88,155
902,Ednaldo Oliveira,Orthodox,195.58,200.66,205
903,Antonio Carvalho,Orthodox,175.26,172.72,145
904,Daniel Pineda,Orthodox,170.18,175.26,145
905,Jared Papazian,Southpaw,172.72,170.18,135
906,Khabib Nurmagomedov,Orthodox,177.8,177.8,155
907,Tommy Hayden,Southpaw,175.26,182.88,145
908,Pat Schilling,Orthodox,172.72,175.26,145
909,Nick Denis,Orthodox,170.18,,135
910,Eric Wisely,Southpaw,172.72,,145
911,Lavar Johnson,Orthodox,193.04,208.28,240
912,Dan Stittgen,Orthodox,185.42,,170
913,Max Holloway,Orthodox,180.34,175.26,155
914,Henry Martinez,Southpaw,170.18,172.72,155
915,Michael Kuiper,Orthodox,182.88,185.42,185
916,Stephen Thompson,Orthodox,182.88,190.5,170
917,Anton Kuivanen,Orthodox,172.72,182.88,155
918,Tim Means,Orthodox,187.96,190.5,170
919,Justin Salas,Southpaw,172.72,177.8,155
920,Bernardo Magalhaes,Orthodox,175.26,165.1,155
921,Eiji Mitsuoka,Southpaw,170.18,,145
922,Issei Tamura,Orthodox,165.1,160.02,135
923,Oli Thompson,Orthodox,185.42,190.5,242
924,Yasuhiro Urushitani,Southpaw,165.1,,125
925,Ian McCall,Orthodox,165.1,162.56,125
926,Nick Penner,Southpaw,193.04,195.58,205
927,Andrew Craig,Orthodox,185.42,193.04,170
928,Shawn Jordan,Southpaw,182.88,190.5,260
929,Reza Madadi,Orthodox,180.34,182.88,155
930,Simeon Thoresen,Orthodox,185.42,200.66,170
931,Siyar Bahadurzada,Orthodox,180.34,185.42,170
932,Tom DeBlass,Orthodox,182.88,190.5,185
933,Magnus Cedenblad,Orthodox,195.58,200.66,185
934,Yoislandy Izquierdo,Southpaw,180.34,,155
935,Besam Yousef,Orthodox,180.34,180.34,170
936,Chad Griggs,Orthodox,185.42,185.42,205
937,Chris Clements,Orthodox,177.8,177.8,170
938,Maximo Blanco,Orthodox,172.72,180.34,145
939,Tim Elliott,Southpaw,170.18,167.64,135
940,John Lineker,Orthodox,160.02,170.18,135
941,Marcus LeVesseur,Southpaw,175.26,177.8,155
942,Antonio Silva,Orthodox,193.04,203.2,264
943,Shane del Rosario,Southpaw,193.04,200.66,250
944,Glover Teixeira,Orthodox,187.96,193.04,205
945,Michael Chiesa,Southpaw,185.42,190.5,170
946,Justin Lawrence,Orthodox,172.72,170.18,145
947,Daron Cruickshank,Switch,172.72,182.88,155
948,Myles Jury,Orthodox,177.8,185.42,145
949,Cristiano Marcello,Orthodox,175.26,182.88,155
950,Joe Proctor,Orthodox,177.8,182.88,155
951,Al Iaquinta,Orthodox,177.8,177.8,155
952,John Cofer,Southpaw,175.26,185.42,155
953,Chris Tickle,,175.26,,155
954,Chris Saunders,,172.72,,155
955,Sam Sicilia,Orthodox,172.72,170.18,145
956,Jeremy Larsen,Orthodox,177.8,177.8,145
957,Erik Perez,Orthodox,172.72,172.72,135
958,Buddy Roberts,Orthodox,187.96,,185
959,Caio Magalhaes,Orthodox,185.42,185.42,185
960,CJ Keith,Orthodox,182.88,,155
961,Brock Jardine,Orthodox,180.34,185.42,170
962,Joey Gambino,Orthodox,170.18,,145
963,Cezar Ferreira,Southpaw,185.42,198.12,185
964,Godofredo Pepey,Orthodox,170.18,185.42,145
965,Anistavio Medeiros,Orthodox,167.64,,145
966,Delson Heleno,Orthodox,180.34,,185
967,John Teixeira,Orthodox,170.18,,145
968,Thiago Perpetuo,Orthodox,177.8,180.34,170
969,Marcos Vinicius,Orthodox,175.26,177.8,125
970,Sergio Moraes,Orthodox,182.88,182.88,170
971,Rony Jason,Orthodox,170.18,177.8,145
972,Hacran Dias,Orthodox,172.72,175.26,155
973,Rodrigo Damm,Orthodox,170.18,180.34,155
974,Francisco Trinaldo,Southpaw,175.26,177.8,155
975,Hugo Viana,Orthodox,167.64,170.18,135
976,Leonardo Mafra,Orthodox,177.8,177.8,155
977,Wagner Campos,Southpaw,167.64,,145
978,Milton Vieira,Orthodox,182.88,182.88,145
979,Marcelo Guimaraes,Orthodox,182.88,185.42,185
980,Hector Lombard,Southpaw,175.26,180.34,185
981,Ryan Jimmo,Orthodox,185.42,185.42,205
982,Mitch Gagnon,Southpaw,165.1,165.1,135
983,John Moraga,Orthodox,167.64,167.64,125
984,Wagner Prado,Southpaw,182.88,187.96,205
985,Ulysses Gomez,Orthodox,167.64,167.64,125
986,Chico Camus,Orthodox,167.64,167.64,125
987,Roger Hollett,Orthodox,180.34,177.8,205
988,Andy Ogle,Orthodox,172.72,175.26,145
989,Tom Watson,Orthodox,185.42,185.42,185
990,Jimi Manuwa,Orthodox,185.42,200.66,205
991,Akira Corassani,Orthodox,172.72,172.72,145
992,Gunnar Nelson,Switch,180.34,182.88,170
993,Jussier Formiga,Orthodox,165.1,170.18,125
994,Phil Harris,Orthodox,162.56,162.56,125
995,Renee Forte,Orthodox,170.18,180.34,155
996,Jon Tuck,Orthodox,180.34,185.42,155
997,Motonobu Tezuka,Southpaw,170.18,167.64,135
998,Azamat Gashimov,Orthodox,167.64,167.64,125
999,Abel Trujillo,Orthodox,172.72,177.8,155
1000,Robert Whittaker,Orthodox,182.88,185.42,185
